property,city,area,category,rating,price
مخيم بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 4000 م2, مخصص لل عوائل و عزاب,0,800
استراحة ببيت شعر ورذاذ, المزاحمية - حي الجو, مساحة الوحدة 5000 م2, مخصص لل عوائل و عزاب,0,700
شقة , الرياض - حي قرطبة, مساحة الوحدة 95 م2, مخصص لل عوائل و عزاب,0,"1,400"
شاليه بجلسة خارجية وألعاب أطفال , الرياض - حي العارض, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,0,650
مخيم , الرياض - حي العاذرية, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,0,"1,000"
مخيم بخيمه, الرياض - حي العاذرية, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,0,"1,000"
مخيم بخيمه, الرياض - حي العاذرية, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,0,"1,000"
مخيم بخيمه, الرياض - حي العاذرية, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,0,"1,000"
استراحة , الرياض - حي المناخ, مساحة الوحدة 750 م2, مخصص لل عوائل و عزاب,0,500
استراحة , الرياض - حي المناخ, مساحة الوحدة 750 م2, مخصص لل عوائل و عزاب,0,500
مخيم بخيمه, الرياض - حي الثمامة, مساحة الوحدة 7000 م2, مخصص لل عوائل و عزاب,0,"1,500"
شاليه بمسبح ومسطح اخضر , الرياض - حي العارض, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,0,650
شاليه بألعاب أطفال, الرياض - حي العارض, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,0,650
شاليه بصالة مطلة على مسطح اخضر, الرياض - حي العارض, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,0,650
مخيم  بجلسة خارجية وبيت شعر , الرياض - حي الخير, مساحة الوحدة 1500 م2, مخصص لل عوائل و عزاب,0,450
مخيم بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 2000 م2, مخصص لل عوائل و عزاب,0,700
استراحة بمسطح اخضر وجلسه خارجيه, الرياض - حي البديعة, مساحة الوحدة 3500 م2, مخصص لل عوائل و عزاب,0,450
شاليه بجلسه خارجيه والعاب أطفال , الرياض - حي المناخ, مساحة الوحدة 320 م2, مخصص لل عوائل فقط,6.3,"1,050"
مخيم ببيت شعر  وبروجكتر , الرياض - حي الثمامة, مساحة الوحدة 1500 م2, مخصص لل عوائل و عزاب,0,800
شاليه بألعاب أطفال, الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,3.8,430
شاليه بإطلاله على حديقة و مسبح, الرياض - حي الجبيلة, مساحة الوحدة 8000 م2, مخصص لل عوائل و عزاب,10,"3,900"
شقة بصاله وغرفة نوم, الرياض - حي قرطبة, مساحة الوحدة 150 م2, مخصص لل عوائل فقط,0,"1,700"
غرفة , الرياض - حي قرطبة, مساحة الوحدة 35 م2, مخصص لل عوائل و عزاب,0,"1,000"
استراحه للمناسبات بجلسات خارجيه , الرياض - حي الرمال, مساحة الوحدة 6000 م2, مخصص لل عوائل و عزاب,0,"9,500"
استراحة بمسطح اخضر وملعب كرة قدم, الرياض - العمارية, مساحة الوحدة 3000 م2, مخصص لل عوائل و عزاب,0,"1,000"
مزرعه بجلسات خارجيه وبيت شعر , الرياض - حي ديراب, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,7.3,"1,500"
شاليه بمسبح والعاب اطفال , الرياض - قصور أل مقبل, مساحة الوحدة 310 م2, مخصص لل عوائل و عزاب,6.7,300
مخيم ببيت شعر وجلسة خارجية , الرياض - حي الخير, مساحة الوحدة 3000 م2, مخصص لل عوائل و عزاب,0,"2,500"
مخيم ببيت شعر وملعب كرة قدم, الرياض - مفرق رماح, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,0,500
فيلا بصالة و غرف نوم, الرياض - حي السليمانية, مساحة الوحدة 200 م2, مخصص لل عوائل فقط,0,"2,000"
شاليه بمسبح العاب مائية و مسطح اخضر, الرياض - حي القيروان, مساحة الوحدة 600 م2, مخصص لل عوائل فقط,0,"1,100"
استراحة بمسطح اخضر ومجلس داخلي, الرياض - حي الرمال, مساحة الوحدة 1500 م2, مخصص لل عوائل و عزاب,0,"1,500"
شقة بصاله وشاشة تلفزيون , الرياض - حي الرمال, مساحة الوحدة 16 م2, مخصص لل عوائل فقط,0,"1,000"
مخيم ببيت شعر, الرياض - حي العاذرية, مساحة الوحدة 40000 م2, مخصص لل عوائل و عزاب,0,400
استراحة بجلسة عريش مطله على حديقه, الرياض - حي ديراب, مساحة الوحدة 2000 م2, مخصص لل عوائل و عزاب,0,600
شاليه بجلسه مطله على ألعاب مائيه, الرياض - الدرعية, مساحة الوحدة 600 م2, مخصص لل عوائل و عزاب,0,500
شقة بغرفتين نوم وصاله , الرياض - حي الحمراء, مساحة الوحدة 177 م2, مخصص لل عوائل و عزاب,0,"1,500"
استراحة بجلسه شعبيه وحديقه, الرياض - حي القادسية, مساحة الوحدة 200 م2, مخصص لل عزاب فقط,0,300
استراحة بملعب كرة قدم وجلسة , الرياض - حي الجبيلة, مساحة الوحدة 2500 م2, مخصص لل عوائل و عزاب,0,"1,045"
مخيم بجلسة عريش وبيت شعر, الرياض - حي الثمامة, مساحة الوحدة 4000 م2, مخصص لل عوائل و عزاب,0,800
شقة بغرفة نوم وصالة , الرياض - حي العليا, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,0,"2,600"
شقة بغرفة نوم وصالة, الرياض - حي الصحافة, مساحة الوحدة 95 م2, مخصص لل عوائل و عزاب,0,"1,700"
شقة بصاله وغرفتين نوم , الرياض - حي الخليج, مساحة الوحدة 140 م2, مخصص لل عوائل و عزاب,0,"1,000"
شقة بـ3 غرف نوم وصاله, الرياض - حي اليرموك, مساحة الوحدة 500 م2, مخصص لل عوائل و عزاب,0,"2,000"
شقة بدخول ذاتي وغرفة نوم , الرياض - حي حطين, مساحة الوحدة 170 م2, مخصص لل عوائل و عزاب,9.3,310
شقة بصالة بتصميم أنيق, الرياض - حي الملقا, مساحة الوحدة 90 م2, مخصص لل عوائل و عزاب,9.8,450
شقة تمنحك الراحة بأثاثها الأنيق, الرياض - حي الملقا, مساحة الوحدة 138 م2, مخصص لل عوائل و عزاب,9.8,"1,000"
شقة لقضاء ليلة مريحة وهادئة, الرياض - حي النهضة, مساحة الوحدة 170 م2, مخصص لل عوائل و عزاب,9.4,296
استديو أنيق لقضاء ليلة مميزة, الرياض - حي الملقا, مساحة الوحدة 25 م2, مخصص لل عوائل و عزاب,9.9,500
شاليه بصاله مطله على المسبح , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.4,349
شقة بصالة أنيقة لليلة هادئة, الرياض - حي النخيل, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,9.9,640
شاليه بمسبح و جلسة خارجية , الرياض - حي الرمال, مساحة الوحدة 260 م2, مخصص لل عوائل و عزاب,9.2,700
شقة بغرفتين نوم ودخول ذاتي, الرياض - حي الملقا, مساحة الوحدة 100 م2, مخصص لل عوائل و عزاب,9.4,500
شقة بغرفتين ودخول ذاتي, الرياض - حي التعاون, مساحة الوحدة 98 م2, مخصص لل عوائل و عزاب,10,810
شقة بصالة وغرفتين نوم, الرياض - حي العارض, مساحة الوحدة 160 م2, مخصص لل عوائل و عزاب,10,550
شاليه بألعاب أطفال و مسبح, الرياض - حي الرمال, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,9.5,450
شقة بصالة ودخول ذاتي, الرياض - حي الملقا, مساحة الوحدة 120 م2, مخصص لل عوائل و عزاب,9.5,468
شقة بغرفة نوم وصالة أنيقة, الرياض - حي الملقا, مساحة الوحدة 94 م2, مخصص لل عوائل فقط,9.3,400
مخيم ببيت شعر ملكي وجلسة خارجية, الرياض - حي الطوقي, مساحة الوحدة 7000 م2, مخصص لل عوائل و عزاب,9.8,"1,000"
مخيم بجلسة عريش وألعاب أطفال, الرياض - حي الثمامة, مساحة الوحدة 3750 م2, مخصص لل عوائل و عزاب,9.4,450
شاليه بصاله مطله على حديقه, الرياض - حي النرجس, مساحة الوحدة 280 م2, مخصص لل عوائل و عزاب,8.5,900
منتجع فندقي بصاله وجلسه خارجيه 3, الرياض - حي الجبيلة, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.3,600
شقة لقضاء ليلة مريحة وهادئة, الرياض - حي القدس, مساحة الوحدة 200 م2, مخصص لل عوائل و عزاب,10,490
شقة أنيقة بغرفة نوم بدخول ذاتي, الرياض - حي اليرموك, مساحة الوحدة 60 م2, مخصص لل عوائل و عزاب,9.9,495
شقة هادئة لتعيش ليلة مريحة, الرياض - حي الملقا, مساحة الوحدة 100 م2, مخصص لل عوائل و عزاب,10,489
شقة بغرفة جلوس وغرفة نوم , الرياض - حي الملقا, مساحة الوحدة 160 م2, مخصص لل عوائل و عزاب,10,"1,000"
مخيم بألعاب أطفال, الرياض - حي العاذرية, مساحة الوحدة 15000 م2, مخصص لل عوائل و عزاب,8.3,468
شقة بغرفة جلوس وغرفة نوم , الرياض - حي المصيف, مساحة الوحدة 80 م2, مخصص لل عوائل و عزاب,10,750
شقة بغرفتين نوم ودخول ذاتي, الرياض - حي الملقا, مساحة الوحدة 100 م2, مخصص لل عوائل و عزاب,9,349
منتجع فندقي بجلسات خارجيه 2, الرياض - حي الجبيلة, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.3,600
شاليه بجلسه مطله على مسبح, الرياض - حي الرمال, مساحة الوحدة 320 م2, مخصص لل عوائل و عزاب,7.6,300
مخيم بجلسة خارجية وبروجكتر, الرياض - حي الثمامة, مساحة الوحدة 5000 م2, مخصص لل عوائل و عزاب,10,600
شقة بغرفة جلوس وغرفة نوم , الرياض - حي الملقا, مساحة الوحدة 100 م2, مخصص لل عوائل فقط,10,410
شقة , الرياض - حي الغدير, مساحة الوحدة 130 م2, مخصص لل عوائل و عزاب,9.1,"1,250"
شاليه بصاله مطله على المسبح , الرياض - حي النرجس, مساحة الوحدة 260 م2, مخصص لل عوائل و عزاب,9.8,"1,100"
منتجع بجلسات خارجية ومسبح 6, الرياض - حي الجبيلة, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.3,600
مزرعة بجلسة خارجية مطله على مسبح, الرياض - العمارية, مساحة الوحدة 3000 م2, مخصص لل عوائل و عزاب,9.7,"2,000"
شقة بغرفة جلوس وغرفة نوم , الرياض - حي الملقا, مساحة الوحدة 80 م2, مخصص لل عوائل و عزاب,8.6,400
شقة بغرفة جلوس وغرفتين نوم , الرياض - حي العارض, مساحة الوحدة 120 م2, مخصص لل عوائل و عزاب,8.5,300
شقة بصالة أنيقة ودخول ذاتي, الرياض - حي الياسمين, مساحة الوحدة 140 م2, مخصص لل عوائل و عزاب,9.8,850
شقة لليلة هادئة بجلسة خارجية, الرياض - حي الربيع, مساحة الوحدة 140 م2, مخصص لل عوائل و عزاب,9.9,690
شاليه بجلسة خارجية مطلة على المسبح , الرياض - العوالي (نمار), مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,9.5,399
شقة لليلة هادئة بغرفتين نوم , الرياض - حي الملقا, مساحة الوحدة 160 م2, مخصص لل عوائل و عزاب,8.9,620
شقة بدخول ذاتي وغرفة نوم , الرياض - حي الملقا, مساحة الوحدة 200 م2, مخصص لل عوائل و عزاب,9.9,458
شقة بغرفه نوم ودخول ذاتي, الرياض - حي الحمراء, مساحة الوحدة 100 م2, مخصص لل عوائل و عزاب,9.3,270
شقة تمنحك الهدوء بأثاثها المريح, الرياض - حي المصيف, مساحة الوحدة 46 م2, مخصص لل عوائل و عزاب,9.6,350
شقة بصالة أنيقة ودخول ذاتي, الرياض - حي العقيق, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,9.8,399
مخيم بمسطح اخضر وجلسة خارجية , الرياض - حي العاذرية, مساحة الوحدة 27000 م2, مخصص لل عوائل و عزاب,10,"3,500"
مخيم ببيت شعر ملكي وبروجكتر , الرياض - حي العاذرية, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,10,"1,500"
شقة بصالة بأثاث انيق , الرياض - حي العقيق, مساحة الوحدة 95 م2, مخصص لل عوائل و عزاب,4.5,350
شاليه بجلسة مطله على المسبح , الرياض - حي العارض, مساحة الوحدة 480 م2, مخصص لل عوائل و عزاب,10,800
شاليه بجلسة خارجيه وركن شواء  , الرياض - حي العوالي, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,9.9,"1,600"
شقة بغرفة نوم و دخول ذاتي , الرياض - حي النرجس, مساحة الوحدة 125 م2, مخصص لل عوائل و عزاب,9.8,750
شقة أنيقة وجميلة بجلسة خارجية , الرياض - حي العقيق, مساحة الوحدة 180 م2, مخصص لل عوائل و عزاب,9.5,"1,290"
شقة بغرفة جلوس وغرفة نوم , الرياض - حي الياسمين, مساحة الوحدة 100 م2, مخصص لل عوائل و عزاب,9.9,380
شقة بصالة ودخول ذاتي , الرياض - حي حطين, مساحة الوحدة 170 م2, مخصص لل عوائل و عزاب,10,369
استديو واسع وراقي بدخول ذاتي, الرياض - حي الملقا, مساحة الوحدة 50 م2, مخصص لل عوائل و عزاب,10,480
مخيم بألعاب أطفال وبيت شعر , الرياض - حي الخير, مساحة الوحدة 2000 م2, مخصص لل عوائل و عزاب,0,700
مخيم ببيت شعر و بروجكتر , الرياض - حي الثمامة, مساحة الوحدة 5000 م2, مخصص لل عوائل و عزاب,10,600
شقة بإطلالة على المدينة, الرياض - حي العليا, مساحة الوحدة 94 م2, مخصص لل عوائل و عزاب,10,"1,200"
شقة بإطلالة على المدينة, الرياض - حي العليا, مساحة الوحدة 94 م2, مخصص لل عوائل و عزاب,10,"1,200"
شقة بإطلالة على المدينة, الرياض - حي العليا, مساحة الوحدة 94 م2, مخصص لل عوائل و عزاب,10,"1,200"
مخيم بألعاب أطفال وبروجكتر , الرياض - حي الثمامة, مساحة الوحدة 600 م2, مخصص لل عوائل و عزاب,0,810
شاليه بجلسة خارجية على المسبح, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.6,400
شاليه بخيمه ملكيه ومسطح اخضر, الرياض - العمارية, مساحة الوحدة 500 م2, مخصص لل عوائل و عزاب,9.4,350
مزرعة بمسطحات خضراء وجلسة خارجية, الرياض - العمارية, مساحة الوحدة 15000 م2, مخصص لل عوائل و عزاب,10,"1,950"
استراحة بجلسه خارجيه على مسطح اخضر , الرياض - حي الخير, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,8.6,400
شقة بلكونة ودخول ذاتي, الرياض - حي الياسمين, مساحة الوحدة 180 م2, مخصص لل عوائل و عزاب,10,800
شاليه بمجلس رئيسي وجلسة خارجية حي الرمال, الرياض - حي الرمال, مساحة الوحدة 700 م2, مخصص لل عوائل فقط,7.7,450
شاليه بمسبح العاب مائية , الرياض - العوالي (نمار), مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,9.5,349
شقة بغرفة نوم وصالة , الرياض - حي العقيق, مساحة الوحدة 80 م2, مخصص لل عوائل و عزاب,7.2,270
شاليه راقي بصاله وجلسه خارجيه , الرياض - حي القيروان, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,9.8,"1,000"
شاليه بمسبح  داخلي , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7,250
شاليه بجلسة مطلة على المسبح, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,9.6,800
شقة تجمع لك بين الفخامة والأناقة, الرياض - حي الياسمين, مساحة الوحدة 145 م2, مخصص لل عوائل و عزاب,10,"1,470"
شقة بصالة مريحة لقضاء ليلة هادئة, الرياض - حي القيروان, مساحة الوحدة 120 م2, مخصص لل عوائل و عزاب,9.4,610
شقة بدخول ذاتي وبلكونة, الرياض - حي الربيع, مساحة الوحدة 280 م2, مخصص لل عوائل فقط,9.4,575
شقة بطراز بوهيمي لتجربة فريدة, الرياض - حي النرجس, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,10,750
مخيم بجلسات خارجية وألعاب أطفال , الرياض - حي الثمامة, مساحة الوحدة 15000 م2, مخصص لل عوائل و عزاب,8.7,900
شقة أنيقة بدخول ذاتي , الرياض - حي الغدير, مساحة الوحدة 120 م2, مخصص لل عوائل و عزاب,9.1,"1,150"
مخيم ببيت شعر وجلسة خارجية , الرياض - حي الثمامة, مساحة الوحدة 4000 م2, مخصص لل عوائل و عزاب,9.9,595
مخيم بجلسة عريش وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 1200 م2, مخصص لل عوائل و عزاب,9,500
شاليه بجلسه خارجيه ومسبح متدرج, الرياض - حي الرمال, مساحة الوحدة 250 م2, مخصص لل عوائل فقط,9,500
منتجع فندقي جلسات خارجيه  5, الرياض - حي الجبيلة, مساحة الوحدة 370 م2, مخصص لل عوائل فقط,8.3,800
شاليه بركن شواء , الرياض - حي الرمال, مساحة الوحدة 325 م2, مخصص لل عوائل و عزاب,10,400
شقة لتعيش روح الفخامة والأناقة, الرياض - حي الياسمين, مساحة الوحدة 125 م2, مخصص لل عوائل و عزاب,10,"1,470"
شقة بغرفتين نوم ومجلس, الرياض - حي النهضة, مساحة الوحدة 119 م2, مخصص لل عوائل و عزاب,8.8,310
مزرعة بملاعب وإطلالة على النخيل , الرياض - القدية, مساحة الوحدة 3250 م2, مخصص لل عوائل و عزاب,9.1,450
شقه بغرفة نوم وصاله , الرياض - حي القدس, مساحة الوحدة 35 م2, مخصص لل عوائل و عزاب,8.5,170
شقة بغرفة جلوس وغرفتين نوم , الرياض - حي الملقا, مساحة الوحدة 200 م2, مخصص لل عوائل و عزاب,9.9,620
استديو بسرير ماستر وجلسة جانبية , الرياض - حي الواحة, مساحة الوحدة 50 م2, مخصص لل عوائل و عزاب,10,290
مخيم ببيت شعر وموقد حطب , الرياض - حي الثمامة, مساحة الوحدة 2500 م2, مخصص لل عوائل و عزاب,9.5,420
شقة بصالة ودخول ذاتي , الرياض - حي التعاون, مساحة الوحدة 125 م2, مخصص لل عوائل و عزاب,9,"1,100"
شقة دورين بثلاث غرفة نوم , الرياض - حي الملقا, مساحة الوحدة 204 م2, مخصص لل عوائل فقط,4,"1,300"
شاليه بمسبح ومسطح اخضر , الرياض - حي الرمال, مساحة الوحدة 386 م2, مخصص لل عوائل فقط,8.5,350
شاليه بمسطح اخضر, الرياض - حي المونسية, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,9.6,"1,050"
شاليه جلسة خارجية و مسبح, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.6,400
شاليه بصالة ومسبح داخلي , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.1,350
مخيم ببيت شعر  وبروجكتر, الرياض - حي الثمامة, مساحة الوحدة 3000 م2, مخصص لل عوائل و عزاب,9.3,480
شقة بغرفة نوم ودخول ذاتي, الرياض - حي الملك فيصل, مساحة الوحدة 95 م2, مخصص لل عوائل و عزاب,8.3,340
شقة بدخول ذاتي وبلكونه , الرياض - حي الملقا, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,9.5,990
شاليه بجلسة مطلة على المسبح, الرياض - حي العارض, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,9.1,"1,280"
شاليه بجلسة خارجية, الرياض - حي النرجس, مساحة الوحدة 280 م2, مخصص لل عوائل و عزاب,8.5,700
شقة لتعيش الرفاهية بأثاث أنيق, الرياض - حي الصحافة, مساحة الوحدة 185 م2, مخصص لل عوائل و عزاب,9.6,"1,000"
شقة , الرياض - حي القدس, مساحة الوحدة 35 م2, مخصص لل عوائل و عزاب,8.5,150
مخيم ببيت شعر  وبروجكتر , الرياض - حي الثمامة, مساحة الوحدة 4000 م2, مخصص لل عوائل و عزاب,8.5,"1,300"
مخيم ببيت شعر وجلسة خارجية , الرياض - حي الثمامة, مساحة الوحدة 60000 م2, مخصص لل عوائل و عزاب,6,550
شقة بغرفتين نوم وفناء خارجي مميز, الرياض - حي التعاون, مساحة الوحدة 125 م2, مخصص لل عوائل و عزاب,9,908
مخيم بجلسة خارجية وبيت شعر, المزاحمية - حي نواره, مساحة الوحدة 500 م2, مخصص لل عوائل و عزاب,0,800
شقة بصالة وغرفة نوم , الرياض - حي السويدي الغربي, مساحة الوحدة 120 م2, مخصص لل عوائل و عزاب,0,595
شاليه بركن شواء , الرياض - حي الرمال, مساحة الوحدة 250 م2, مخصص لل عوائل فقط,9,500
شاليه بإطلالة على حديقه و مسبح, الرياض - حي العوالي, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,9.9,"1,600"
شاليه بصاله مطلة على المسبح وغرفة نوم, الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,9,400
شقة لتعيش روح البساطة والأناقة, الرياض - حي النرجس, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,9.6,680
لتجربة سكن بسيطة وانيقة بأستديو, الرياض - حي الملقا, مساحة الوحدة 35 م2, مخصص لل عوائل فقط,9.8,296
لتجربة فريدة لا تنسى بشقة فخمة, الرياض - حي الغدير, مساحة الوحدة 110 م2, مخصص لل عوائل و عزاب,9.1,"1,150"
شقة لتجربة سكن بتصميم أنيق وحديث, الرياض - حي الصحافة, مساحة الوحدة 185 م2, مخصص لل عوائل و عزاب,9.6,900
شقة بغرفة جلوس و غرفة نوم , الرياض - حي الصحافة, مساحة الوحدة 90 م2, مخصص لل عوائل و عزاب,10,"1,400"
مخيم  بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 5000 م2, مخصص لل عوائل و عزاب,0,600
مخيم  بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 5000 م2, مخصص لل عوائل و عزاب,0,850
شاليه بجلسة خارجية وركن شواء, الرياض - حي الرمال, مساحة الوحدة 700 م2, مخصص لل عوائل فقط,7.7,450
شاليه بمسطح اخضر, الرياض - حي القيروان, مساحة الوحدة 120 م2, مخصص لل عوائل و عزاب,9.2,600
شاليه بجلسة تطل على مسبح خارجي , الرياض - حي الرمال, مساحة الوحدة 420 م2, مخصص لل عوائل و عزاب,6,299
استراحة بمجلس وتلفزيون, الرياض - حي العارض, مساحة الوحدة 50 م2, مخصص لل عوائل و عزاب,9.6,150
شقة بدخول ذاتي وصاله, الرياض - حي الياسمين, مساحة الوحدة 90 م2, مخصص لل عوائل و عزاب,9.7,568
شقة بمدخل خاص وجلسة خارجية, الرياض - حي الملقا, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,10,500
شاليه بجلسه مطله على المسبح , الرياض - حي بنبان, مساحة الوحدة 860 م2, مخصص لل عوائل و عزاب,9.7,"1,300"
مخيم بتصميم كوخ خشبي, الرياض - حي الرمال, مساحة الوحدة 4000 م2, مخصص لل عوائل و عزاب,10,500
شقة بغرفة نوم ودخول ذاتي, الرياض - حي الصحافة, مساحة الوحدة 270 م2, مخصص لل عوائل و عزاب,10,500
شقة بصالة ودخول ذاتي , الرياض - حي العقيق, مساحة الوحدة 170 م2, مخصص لل عوائل و عزاب,8.1,310
مخيم بجلسة خارجية وبروجكتر, الرياض - حي الثمامة, مساحة الوحدة 608 م2, مخصص لل عوائل و عزاب,5.1,700
شقة بصالة بأثاث أنيق ومريح, الرياض - حي العليا, مساحة الوحدة 94 م2, مخصص لل عوائل و عزاب,10,"1,200"
شقة بغرفة جلوس وغرفة نوم , الرياض - حي طويق, مساحة الوحدة 200 م2, مخصص لل عوائل فقط,0,250
منتجع فندقي بألعاب أطفال  8, الرياض - حي الجبيلة, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.3,600
شاليه بمسطح اخضر ومسبح, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.8,800
مخيم مع جلسة خارجية وركن شواء, الرياض - المشاعلة, مساحة الوحدة 60000 م2, مخصص لل عوائل و عزاب,9.3,800
شاليه بصالة داخلية مطلة على المس, الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,10,600
شاليه بصالة داخلية مطلة على المس, الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,10,600
جلسات خارجية مطلة على المدينة, الرياض - حي التعاون, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,8.7,630
شاليه بصالة مطلة على مسطح اخضر, الرياض - حي ضاحية نمار, مساحة الوحدة 500 م2, مخصص لل عوائل فقط,9,500
شقة لتعيش أجواء رائعة مع بلكونة, الرياض - حي الملقا, مساحة الوحدة 120 م2, مخصص لل عوائل و عزاب,8.7,390
شاليه  بجلسه خارجيه ومسبح , الرياض - حي الرمال, مساحة الوحدة 320 م2, مخصص لل عوائل و عزاب,7.6,350
مزرعة بمسبح و مسطحات خضراء , الرياض - العمارية, مساحة الوحدة 4000 م2, مخصص لل عوائل و عزاب,7.7,"1,900"
شاليه بمسطح اخضر ومسبح , الرياض - حي الخير, مساحة الوحدة 910 م2, مخصص لل عوائل و عزاب,9.2,750
شقة مودرن بصاله ودخول ذاتي, الرياض - عرقة, مساحة الوحدة 110 م2, مخصص لل عوائل و عزاب,10,757
شاليه بجلسه مطله على المسبح , الرياض - العمارية, مساحة الوحدة 240 م2, مخصص لل عوائل و عزاب,10,800
شقة بغرفتين نوم ودخول ذاتي, الرياض - حي الياسمين, مساحة الوحدة 200 م2, مخصص لل عوائل و عزاب,10,"1,000"
مخيم بجلسة خارجية وبروجكتر , الرياض - حي الثمامة, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,0,700
شقة لليلة هادئة بغرفة نوم , الرياض - حي حطين, مساحة الوحدة 140 م2, مخصص لل عوائل و عزاب,0,"1,000"
شاليه بخيمة ومسطح اخضر, الرياض - حي ضاحية نمار, مساحة الوحدة 500 م2, مخصص لل عوائل و عزاب,9,500
منتجع تراثي بملعب طائرة, الرياض - حي بنبان, مساحة الوحدة 1200 م2, مخصص لل عوائل و عزاب,9.9,"1,500"
شاليه بمسبح وجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,9.7,500
شاليه بجلسة خارجية وركن للشواء, الرياض - حي النرجس, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,9.4,880
شاليه بجلسات خارجية ومسبح, الرياض - الدرعية, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,9.8,"1,400"
شاليه بمسبح خارجي و جاكوزي, الرياض - هجرة لبن, مساحة الوحدة 360 م2, مخصص لل عوائل فقط,9.8,"1,200"
شاليه بجلسة مطلة على المسبح , الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,8.6,420
استديو يمنحك الراحة والاسترخاء, الرياض - حي الواحة, مساحة الوحدة 34 م2, مخصص لل عوائل و عزاب,10,290
إسطبل خيل وجلسات خارجيه , الرياض - حي الرمال, مساحة الوحدة 4000 م2, مخصص لل عوائل و عزاب,8.7,"1,000"
شاليه بمسطح اخضر والعاب مائيه , الرياض - حي الرمال, مساحة الوحدة 500 م2, مخصص لل عوائل و عزاب,9.8,"1,000"
شقة بغرفة نوم ودخول ذاتي, الرياض - حي العارض, مساحة الوحدة 110 م2, مخصص لل عوائل و عزاب,10,600
شقة جميلة بجلسة خارجية , الرياض - حي النرجس, مساحة الوحدة 146 م2, مخصص لل عوائل و عزاب,10,"1,036"
مخيم  بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 200 م2, مخصص لل عوائل و عزاب,2.3,400
شاليه بمسبح وجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.6,400
