property,city,area,category,rating,price
شاليه بمسطح اخضر وجلسة خارجية , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.4,600
شاليه بمسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 325 م2, مخصص لل عوائل و عزاب,10,400
مخيم بجلسة عريش وبروجكتر, الرياض - حي الثمامة, مساحة الوحدة 3000 م2, مخصص لل عوائل و عزاب,9.3,480
شالية بجلسة مطلة على المسبح, الرياض - العمارية, مساحة الوحدة 900 م2, مخصص لل عوائل و عزاب,10,"1,600"
شاليه بجلسه خارجيه و مسبح داخلي, الرياض - حي الرمال, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,9.8,"1,050"
شاليه بجلسه مطله على المسبح, الرياض - حي الحزم, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,8.7,400
شقة بغرفتين نوم ودخول ذاتي, الرياض - حي قرطبة, مساحة الوحدة 155 م2, مخصص لل عوائل و عزاب,10,450
شقة ب3غرف نوم وصالة , الرياض - حي القيروان, مساحة الوحدة 166 م2, مخصص لل عوائل و عزاب,10,950
شاليه بجلسة تطل على مسبح داخلي , الرياض - حي القيروان, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,0,600
شقة مودرن بمدخل مستقل, الرياض - حي الياسمين, مساحة الوحدة 180 م2, مخصص لل عوائل و عزاب,9.8,690
شاليه بجلسة مطلة على المسبح, الرياض - حي الرمال, مساحة الوحدة 200 م2, مخصص لل عوائل و عزاب,9.5,550
شقة بصالة ودخول ذاتي, الرياض - حي الربيع, مساحة الوحدة 140 م2, مخصص لل عوائل فقط,9.4,399
شقة بغرفة نوم ودخول ذاتي , الرياض - حي المروج, مساحة الوحدة 130 م2, مخصص لل عوائل و عزاب,10,600
مخيم بجلسة خارجية وألعاب أطفال , الرياض - حي الطوقي, مساحة الوحدة 7000 م2, مخصص لل عوائل و عزاب,9.8,"1,000"
مخيم بمسطح اخضر  جلسة خارجية , الرياض - القدية, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,0,250
شاليه بجلسة تطل على مسبح خارجي , الرياض - حي العوالي, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,0,500
شاليه بألعاب مائية وجلسة خارجية , الرياض - حي العوالي, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,0,500
شاليه بمجلس وألعاب أطفال, الرياض - حي العوالي, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,0,500
شاليه بمسطح اخضر و مسبح, الرياض - حي العوالي, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,0,500
مزرعة بمسطحات خضراء وجلسة خارجية, الرياض - تبراك, مساحة الوحدة 8000 م2, مخصص لل عوائل و عزاب,0,"1,700"
شقة ببلكونة وجلسة خارجية , الرياض - حي الملقا, مساحة الوحدة 100 م2, مخصص لل عوائل فقط,0,800
مخيم بألعاب أطفال وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,0,800
شقة أنيقة بمدخل خاص, الرياض - حي الملقا, مساحة الوحدة 65 م2, مخصص لل عوائل و عزاب,0,650
خيمه خاصة بجلسات خارجية وسينما, الرياض - القدية, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,0,600
خيمه خاصة مع سينما مشتركة, الرياض - القدية, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,0,600
خيمه خاصة لشخصين بإطلالة جبلية, الرياض - القدية, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,0,"1,100"
خيمه خاصة لشخصين , الرياض - القدية, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,0,"1,100"
خيمه خاصة مع بروجكتر مشترك, الرياض - القدية, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,0,"1,100"
شاليه بمسطح اخضر والعاب اطفال , الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,9.7,500
شقة بصالة وغرفة نوم, الرياض - حي الفلاح, مساحة الوحدة 45 م2, مخصص لل عوائل فقط,9.8,430
شاليه بمسبح وجلسة خارجية, الرياض - حي الرمال, مساحة الوحدة 325 م2, مخصص لل عوائل و عزاب,8.8,500
مخيم ببيت شعر والعاب اطفال قسمين, الرياض - مفرق رماح, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,10,800
شاليه بمجلس رئيسي و مسبح خارجي, الرياض - حي الرمال, مساحة الوحدة 650 م2, مخصص لل عوائل و عزاب,8.5,600
شاليه بجلسه مطله على مسبح و مسطح اخضر, الرياض - حي القيروان, مساحة الوحدة 330 م2, مخصص لل عوائل و عزاب,8.8,950
شقة بتصميم مودرن , الرياض - حي الندى, مساحة الوحدة 137 م2, مخصص لل عوائل و عزاب,9.8,"1,092"
شاليه بمسبح وألعاب مائية , الرياض - حي الرمال, مساحة الوحدة 1000 م2, مخصص لل عوائل فقط,9.8,"1,900"
شقة لتعيش أجواء رائعة مع بلكونة, الرياض - حي حطين, مساحة الوحدة 220 م2, مخصص لل عوائل و عزاب,10,"1,100"
مزرعة جلسة خارجية مطله على حديقه, الرياض - القدية, مساحة الوحدة 8000 م2, مخصص لل عوائل و عزاب,9.4,890
شقة راقية بصالة مع بلكونة, الرياض - حي التعاون, مساحة الوحدة 140 م2, مخصص لل عوائل و عزاب,9.8,"1,000"
ديوانية بمجلس شعبي, الرياض - حي الحزم, مساحة الوحدة 60 م2, مخصص لل عزاب فقط,9.7,80
مخيم ببيت شعر وبروجكتر , الرياض - حي الثمامة, مساحة الوحدة 4000 م2, مخصص لل عوائل و عزاب,9.9,595
شقة , الرياض - حي النفل, مساحة الوحدة 45 م2, مخصص لل عوائل فقط,10,250
مخيم بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 60000 م2, مخصص لل عوائل و عزاب,6,550
مخيم بألعاب أطفال وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 10000 م2, مخصص لل عوائل و عزاب,0,500
غرفة بسرير ماستر وجلسة , الرياض - حي المربع, مساحة الوحدة 30 م2, مخصص لل عوائل و عزاب,10,239
مخيم بجلسة عريش وألعاب أطفال, الرياض - حي الثمامة, مساحة الوحدة 2500 م2, مخصص لل عوائل و عزاب,0,500
مخيم بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 3000 م2, مخصص لل عوائل و عزاب,0,800
مخيم بألعاب أطفال وبروجكتر , الرياض - حي الثمامة, مساحة الوحدة 1000 م2, مخصص لل عوائل و عزاب,0,500
شقة , الرياض - حي ظهرة لبن, مساحة الوحدة 80 م2, مخصص لل عوائل و عزاب,0,300
شقة بتصميم أنيق ودخول ذاتي , الرياض - حي الملقا, مساحة الوحدة 65 م2, مخصص لل عوائل و عزاب,0,650
مخيم , المزاحمية - حي الفيصلية, مساحة الوحدة 1500 م2, مخصص لل عوائل و عزاب,0,"1,700"
شاليه بمسطح اخضر وركن شواء , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.6,250
شاليه بمسطح اخضر ومجلس رئيسي وغرفة نوم, الرياض - حي الرمال, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,9,400
شاليه بملحق خارجي, الرياض - حي الرمال, مساحة الوحدة 500 م2, مخصص لل عوائل فقط,8.9,790
شاليه بمسطح اخضر ومسبح, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,8.1,350
شقة بصالة و دخول ذاتي , الرياض - حي النهضة, مساحة الوحدة 55 م2, مخصص لل عوائل و عزاب,10,230
شاليه بجلسة خارجية , الرياض - حي النرجس, مساحة الوحدة 140 م2, مخصص لل عوائل و عزاب,9.2,500
شقة بغرفه مودرن و دخول ذاتي , الرياض - حي الملقا, مساحة الوحدة 110 م2, مخصص لل عوائل فقط,9.7,468
شقة مجلس وغرفه نوم , الرياض - حي التعاون, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,10,800
 استديو مودرن بدخول ذاتي, الرياض - حي الملقا, مساحة الوحدة 35 م2, مخصص لل عوائل و عزاب,10,360
شقة تمنحك ليلة مريحة وهادئة, الرياض - حي النرجس, مساحة الوحدة 125 م2, مخصص لل عوائل و عزاب,8.3,650
شقة بغرفتين نوم وصالة, الرياض - حي لبن, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,9.8,500
شقة بغرفة نوم ودخول ذاتي, الرياض - حي الربيع, مساحة الوحدة 150 م2, مخصص لل عوائل و عزاب,9.4,420
شقة بغرفة نوم وصاله , الرياض - حي حطين, مساحة الوحدة 90 م2, مخصص لل عوائل و عزاب,10,450
شاليه بغرفة دي جي وجلسة خارجية , الرياض - حي النرجس, مساحة الوحدة 450 م2, مخصص لل عوائل و عزاب,0,"1,500"
مخيم  بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 5000 م2, مخصص لل عوائل و عزاب,9.3,"1,200"
استديو بسرير ماستر وجلسة جانبية , الرياض - حي الملقا, مساحة الوحدة 40 م2, مخصص لل عوائل فقط,0,310
شقة بغرفتين نوم ودخول ذاتي, الرياض - حي النرجس, مساحة الوحدة 210 م2, مخصص لل عوائل و عزاب,0,600
استديو بسرير ماستر وجلسة جانبية , الرياض - حي العليا, مساحة الوحدة 60 م2, مخصص لل عوائل و عزاب,0,900
مخيم ببيت شعر ملكي وجلسة خارجية , الرياض - حي الطوقي, مساحة الوحدة 10000 م2, مخصص لل عوائل فقط,0,"1,500"
مخيم بجلسة خارجية وبيت شعر, الرياض - حي الثمامة, مساحة الوحدة 2000 م2, مخصص لل عوائل و عزاب,0,400
مخيم بجلسة عريش وبيت شعر, الرياض - حي الثمامة, مساحة الوحدة 2000 م2, مخصص لل عوائل و عزاب,0,400
مخيم بركن شواء وجلسه خارجيه , الرياض - حي العاذرية, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,0,600
مخيم ببيت شعر وألعاب أطفال , الرياض - حي العاذرية, مساحة الوحدة 100 م2, مخصص لل عوائل و عزاب,0,600
مخيم بألعاب أطفال, الرياض - حي الثمامة, مساحة الوحدة 3500 م2, مخصص لل عوائل و عزاب,0,750
شقة بملحق خارجي, الرياض - حي الياسمين, مساحة الوحدة 120 م2, مخصص لل عوائل و عزاب,0,"1,450"
شاليه بجلسة خارجية , الرياض - حي القيروان, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,8.5,750
شاليه بمسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,7.6,250
شاليه بمسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.6,250
